user_id,user_profile
233,"## Overview
This user enjoys emotionally rich dramas and heartfelt stories that explore personal growth, friendship, and resilience, often set against meaningful social or historical backdrops. They also appreciate lighthearted, family-friendly adventures with strong themes of loyalty and hope, while generally avoiding darker, psychologically complex crime thrillers or films centered on abuse and betrayal.

## Attributes
- **Genre**: Drama, Romance, Comedy, Sci-Fi, Adventure, Children, Family, Sports, Legal Drama, Music, War
- **Tags**: Friendship, Family, Hope, Inspiration, Rebellion, Adaptation, Period Drama, Love, Society, Women's Rights, Animals, Basketball, Feel-good, Heartwarming, Time Travel, Classic, Iconic, Redemption, Injustice, Prison Life, Perseverance, Education, Coming-of-age, Poetry, AIDS, Discrimination, Law, Courage, Prejudice, Courtroom, Alien Invasion, Mockumentary, Special Effects, Disaster, July 4th, 1960s, Band, Rock and Roll, Nostalgia, Music Industry, Suspense, Psychological, Hitchcock, Observation, Forbidden Love, Emotional, Photography, Midwestern Life

## Description
The user favors films that blend emotional depth with inspiring narratives—from societal and romantic challenges to poignant legal battles against discrimination, to heartwarming family and friendship stories, as well as classic suspense thrillers and nostalgic music journeys. Their selections highlight themes of friendship, hope, perseverance, empathy, courage, and self-expression, often set within richly drawn social contexts, historical periods, or iconic storytelling frameworks. They tend to avoid films emphasizing crime-related psychological suspense, betrayal, or abusive relationships.

## Dislikes:
- Horror  
- Violence  
- Adult themes  
- Action (mostly)  
- Supernatural  
- Fantasy  
- Musical (generally)  
- Romance (in specific contexts, e.g., with action or sci-fi)  
- Dark Comedy  
- Science Fiction (in some contexts)  
- Crime (especially complex psychological thrillers)  
- Abuse  
- Betrayal"
234,"## Overview
This user appreciates intense and emotionally complex dramas often centered on intricate human relationships, psychological tension, and social struggles. They enjoy films that explore themes of love, betrayal, identity, and conflicts between personal desires and societal expectations, frequently set in evocative historical or social contexts. Their taste leans toward character-driven stories with moral complexity, often involving crime, power dynamics, and dark humor, while disfavoring broad comedy, lightheartedness, and genre films lacking depth.

## Attributes
- **Genre**: Drama, Thriller, Crime, Comedy-Drama, Biographical, Romance, Film-Noir, Musical  
- **Tags**: Psychological, Suspense, Mystery, Betrayal, Family Dynamics, Social Issues, Redemption, Love, Refugee Experience, Pulp Fiction, Writer, Literary Relationships, Playwright, Gangster, Broadway, Dark Comedy, Theatrical, Art vs. Life, Masochism, Brothel, Sexuality, Identity, 1930s, Texas, 1960s Cinema, French New Wave, 1940s, Jazz, Los Angeles, Racial Tensions, Private Investigator, Friendship, Coming-of-Age, College Life, First Love, Political Satire, Social Commentary, Absurdism, Character Study, Irish Culture, Nightclub, Love Story, Singer, Relationships, Dogs, Loyalty, Corruption, Power Dynamics, Kidnapping, Real Estate, Sales, Corporate, Morality, Male-dominated, Dialogue-driven, Rivalry, Baltimore

## Description
The user gravitates towards narrative-rich films that probe the depths of human emotion and moral complexity, spanning turbulent personal relationships, creative obsessions, and societal hardships. Their interest includes the dark interplay of crime, corruption, and power struggles alongside explorations of sexuality and identity within culturally charged environments. They appreciate nuanced storytelling weaving suspense, psychological drama, and dark humor, often set against distinct historical or social backdrops. The profile shows a clear preference for character-driven dramas with ethical dilemmas and social commentary, including themes of family dynamics, rivalry, and corporate or journalistic pressures. The user avoids films with strong supernatural, horror, sci-fi, fantasy, broad comedy, or lighthearted elements that lack emotional depth or moral ambiguity.

## Dislikes:
Horror, Supernatural, Sci-Fi, Fantasy, Family (less favored), Action, Adventure, Broad Comedy, Romance (less favored in some contexts), Thriller (less favored in some contexts), Light"
235,"## Overview
This user appreciates deeply human stories that intertwine history, romance, and complex interpersonal dynamics, often with poetic or nostalgic sensibilities. Their tastes also include films exploring creativity, existentialism, and surrealism, as well as Shakespearean wit and folklore, favoring emotionally rich dramas, comedies, and thoughtful fantasy set against meaningful cultural or historical backdrops. They tend to avoid action-heavy, high-adventure, and spectacle-driven films that emphasize physical conflicts or mainstream fantasy tropes.

## Attributes
- **Genre**: Drama, Romance, Historical, Comedy, War, Fantasy, Family, Adventure, Sci-Fi, Crime, Dystopian
- **Tags**: Power dynamics, Female rivalry, Cultural oppression, Psychological drama, Unrequited love, Poetic language, Adaptation, Tragic romance, Class, Loyalty, Regret, Nostalgia, Friendship, Coming-of-age, Cinema, Heartwarming, Absurdity, Isolation, Military, Mediterranean, Humor, Historical drama, Surrealism, Autobiographical, Italian Cinema, Director's Struggle, Existentialism, Shakespeare, Farce, Wit, Love, Deception, Relationships, Ensemble Cast, Angels, Berlin, Loneliness, Transformation, Hope, Violence (integral to drama only), Behavioral Conditioning, Free Will, Beethoven, Satire, Cult Classic, Psychological Thriller, Irish folklore, Selkie legend, Childhood adventure, Mystical

## Description
The user favors films that reveal nuanced human emotions and societal structures, often set against significant historical or cultural backdrops like 1920s China, post-WWI Britain, or World War II Mediterranean, as well as surreal and existential explorations of creativity and identity. Their preferred narratives explore love—both unspoken and tragic—power struggles, and the significance of memory, friendship, and transformation. They enjoy adaptations, Shakespearean wit, folklore-infused coming-of-age stories, and films with poetic language and rich cultural detail, highlighting both inner conflict and external societal pressures. They generally eschew spectacle-focused action, broad slapstick, and mainstream fantasy or sci-fi thrillers that prioritize survival or adventure over emotional and psychological depth.

## Dislikes:
- Action  
- Horror  
- Thriller  
- Superhero  
- Romance (especially in broad or comedic forms)  
- Comedy (broad or slapstick)  
- Musical  
- Violence (generally disliked, except when integral to drama or psychological themes)  
- Mystery  
- High-ad"
236,"## Overview
This user enjoys films with strong dramatic and historical themes, often centered around complex social issues, cultural conflict, and moral dilemmas. They appreciate a blend of intense storytelling with elements of adventure, mystery, and occasionally, visually artistic or musical expressions, with a particular interest in justice, human rights, and family bonds. They tend to avoid films with strong sci-fi, comedic, romantic comedy, or overly fantastical elements, especially those with gratuitous violence, sensationalism, or lighthearted romance-centered plots.

## Attributes
- **Genre**: Drama, War, Adventure, Western, Mystery, Historical, Biographical, Legal Thriller, Animation, Children, Musical, Romance, Thriller, Action  
- **Tags**: Military, POW, Japanese Occupation, Classic Film, Adaptation, Historical Drama, Native American culture, Friendship, Survival, Social themes, Identity, Racism, Childhood, Justice, Family, Southern Gothic, Coming-of-Age, Conspiracy, Suspense, Intrigue, Paranoia, Government Cover-Up, Psychological Drama, Chase, Visual Art, Orchestral, Fantasy (selective), Disney, Slavery, Uprising, Courtroom Drama, Abolition, Freedom, 19th Century, Nature, Animals, Parent-child relationship, Heartwarming, Angel, Christmas, Faith, Marriage, Community, Redemption, Legal Drama, Murder Mystery, Psychological Thriller, Crime (only selectively)

## Description
The user is drawn to films that explore profound themes such as honor, duty, cultural understanding, justice, and freedom, often set against historical or legal backdrops. They appreciate stories that highlight resilience, social tensions, and moral complexity, with an interest in both realistic human drama and imaginative artistic expression, including classical music animation and emotionally charged adventures. Their taste reflects a preference for thoughtful narratives involving psychological depth, suspense, courtroom battles, and meaningful relationships across diverse social and cultural contexts. They generally avoid sci-fi, overt comedy, romantic comedies, and films with gratuitous violence or sensationalized content, preferring substance and thoughtful storytelling over spectacle.

## Dislikes:
- Horror  
- Comedy (especially romantic comedy and lighthearted comedy)  
- Sci-Fi  
- Fantasy (except in animation or select fantasy/comedy contexts)  
- Musical (except in animation context)  
- Family (except in animation or heartwarming contexts)  
- Live-action (when contrasted with animation)  
- Thriller (only selectively disliked, generally less favored, except legal"
237,"## Overview
This user enjoys intense and thought-provoking films that blend drama, crime, and psychological depth, often set against historical or institutional backdrops. They appreciate complex themes of morality, survival, redemption, justice, and power, intertwined with classic and iconic storytelling featuring profound character dynamics and social commentary.

## Attributes
- **Genre**: Drama, Crime, Thriller, War, Action, Film-Noir, Courtroom Drama, Romance
- **Tags**: Archaeology, Treasure Hunt, Historical Fiction, Supernatural, Classic, Iconic Characters, Death Penalty, Spirituality, Redemption, Faith, Moral Dilemmas, Injustice, Serial Killer, Manhunt, Psychological Tension, Urban Setting, 1930s Cinema, German Expressionism, Vietnam War, Psychological Thriller, Military, Anti-War, Surrealism, World War I, Riverboat, Expedition, Courage, Friendship, Conflict, Survival, Hope, Prison Life, Perseverance, Mafia, Family, Revenge, Loyalty, Power, 1970s, Jury, Justice, Prejudice, Dialogue-Driven, Tension

## Description
The user favors films that combine gripping narratives with rich historical, wartime, or institutional settings, often exploring profound moral questions, psychological tension, and social dynamics. Their taste spans from thrilling treasure hunts and manhunts to deeply emotional dramas about faith, redemption, justice, and power, all featuring classic and iconic characters who face extraordinary challenges with courage, resilience, and complex interpersonal relationships.

## Dislikes:
- Comedy  
- Fantasy  
- Horror  
- Sci-Fi  
- Family  
- Musical"
238,"## Overview
The user enjoys films that combine intense action, intricate espionage, and military or historical drama with deep emotional themes such as honor, love, and identity. They appreciate stories that explore ethical dilemmas, friendship, and truth-seeking within high-stakes or war-torn settings, along with a fondness for animated adventures rich in mystery and family bonds. They tend to avoid lighthearted comedies, romantic comedies, and whimsical fantasy musicals, especially those lacking dramatic or action elements.

## Attributes
- **Genre**: Action, Adventure, Drama, War, Thriller, Sci-Fi, Animation, Children, Fantasy, Romance  
- **Tags**: Espionage, Suspense, Betrayal, Teamwork, Military, Investigation, Medal of Honor, Ethical Dilemmas, Female Protagonist, Guilt, Truth Seeking, Aliens, Secret Agents, Intergalactic Threat, Buddy Cop, New York City, Special Organization, Historical, Family, Royalty, Journey, Orphans, Love, Friendship, Mystery, Identity, Memory

## Description
The user gravitates toward narratives that skillfully blend suspenseful espionage and military investigation with heartfelt explorations of honor, guilt, and personal integrity. They value films that incorporate complex characters navigating betrayal and ethical challenges, whether in the context of secret missions or wartime struggles. Additionally, they enjoy thrilling adventures involving secret agents and intergalactic threats, as well as emotionally rich tales of identity and family set against historical backdrops, often enhanced by memorable animation. They generally avoid lighthearted or whimsical comedies, romantic comedies, and fantasy musicals that do not align with their preference for serious or action-driven stories.

## Dislikes:
- Horror  
- Romance (except when integral to historical or dramatic narratives)  
- Comedy (except when combined with action or sci-fi)  
- Fantasy (except in animated family adventures)  
- Musical (except in children’s animation)  
- Science Fiction (except when blended with comedy and action)  
- Violence (when excessive or standalone)  
- Superhero  
- Documentary  
- Lighthearted comedy  
- Romantic comedy  
- Whimsical fantasy musicals"
239,"## Overview
This user appreciates films that blend drama with rich cultural or social themes, often set against historical or realistic backdrops. They favor narratives that explore identity, societal challenges, and human relationships with a thoughtful and sometimes satirical tone, including adaptations of classic literature and poignant explorations of trauma and survival. They generally avoid family-oriented, sentimental, or conventional adventure stories, as well as lighter or broadly comedic works and musicals.

## Attributes
- **Genre**: Drama, Romance, Comedy, Satire, Crime, Historical, Documentary, Experimental  
- **Tags**: British Cinema, Friendship, Working-Class Struggles, Historical Fiction, Adaptation, Feminism, Family Conflict, Rural Life, Quirky Characters, Social Commentary, Tragedy, LGBTQ+, Arts, Cultural Conflict, Young Love, Feud, Modern Interpretation, Holocaust, Survival, Love Triangle, Mental Illness, Brooklyn, 1940s, Visual Poetry, Non-Narrative, Environmental Impact, Technology, Urban Life, Nature, Philip Glass Score, Dark comedy, Cult classic, Coming-of-age, Existentialism, Death, Life-affirming, Hope, Redemption, Prison Life, Perseverance, Leadership, Loyalty, Battle, Shakespeare

## Description
The user enjoys films that combine poignant drama and romance with incisive social commentary, often featuring complex characters navigating issues like identity, societal expectations, cultural change, and historical trauma. They appreciate stories set in distinct historical or contemporary milieus—from British working-class settings and rural estates to Holocaust narratives and dystopian futures—highlighting themes of friendship, resilience, transformation, and the human condition with humor, satire, emotional depth, and occasionally experimental or documentary styles. They tend to avoid overly sentimental family dramas, conventional adventure stories, mainstream musical comedies, and high-energy action or broadly comedic films.

## Dislikes:
- Horror  
- Action  
- Thriller  
- Superhero  
- Romantic Comedy  
- Family  
- Animated  
- Musical  
- Dark Comedy (except as a nuanced element)  
- Mystery  
- Dialogue-driven Traditional Narrative (in some contexts)  
- Violence (especially in Westerns and revenge plots)  
- Sci-Fi (excluding thoughtful or social commentary-driven sci-fi)  
- Adventure (particularly sentimental or family-oriented)  
- Broad Comedy  
- Fantasy"
240,"## Overview
This user enjoys intense, suspenseful narratives often centered around moral conflicts, complex relationships, and psychological depth. Their taste spans across dramas, thrillers, and emotionally charged stories that explore themes of loyalty, temptation, and the human condition, with a growing appreciation for nuanced romances and historical settings. They generally avoid conventional action-heavy, sci-fi, fantasy, and horror films, especially those with less dramatic or complex storytelling.

## Attributes
- **Genre**: Drama, Thriller, Crime, Mystery, Comedy, Romance, War, Film-Noir
- **Tags**: Family, Suspense, Friendship, Terrorism, Morality, Psychological, Temptation, Legal drama, Cross-Cultural, Heartwarming, Coming-of-Age, Fame, Drug Culture, Violence, Gore, Teen Drama, Immigration, Corporate greed, Love, Betrayal, Historical, Adventure, Identity, Memory, British Cinema, Underdog, Adult Themes, Working-Class Struggles, Humor, Genius, Therapy, Self-discovery, Boston, Mathematics, 1950s, Los Angeles, Police Corruption, Murder Investigation, Neo-Noir, Ensemble Cast

## Description
The user favors films that weave gripping suspense and dramatic tension with profound explorations of personal and moral dilemmas. Their preferred stories often balance intense psychological thrillers with moments of heartfelt connection, whether through fragile friendships, family dynamics, or internal struggles with temptation and ambition. They are drawn to narratives that challenge characters with loyalty, identity, and redemption against backdrops ranging from terrorism and corporate corruption to immigrant experiences and cultural clashes. Additionally, they appreciate complex romances set in historical contexts, stories of self-discovery and therapy, and character-driven comedies rooted in social realism and friendship. They tend to avoid action-driven, sci-fi, fantasy, or horror films unless these elements are deeply integrated with drama and psychological complexity.

## Dislikes:
Science Fiction, Fantasy, Animation, Superhero, Action, Horror (except when blended with drama), Light or purely comedic Family, Romance (except nuanced or dramatic), Monster Movies, Creature Features, Heist-Action, Flood Survival, Dark Fantasy Superhero, Romantic Comedy, Musical, Pure Comedy, Musical, Historical (when lacking dramatic depth)"
241,"## Overview
This user appreciates emotionally rich and intense narratives spanning drama, thriller, and romance genres, with an interest in stories involving suspense, personal identity, and high-stakes conflict. They favor films that combine complex characters with gripping situations, predominantly in realistic or psychological horror settings, while disliking sci-fi and fantasy elements.

## Attributes
- **Genre**: Horror, Thriller, Mystery, Slasher, Action, Drama, Romance, Legal Thriller, War
- **Tags**: Suspense, Teen Horror, Whodunit, Cult Classic, Meta-Horror, Hijacking, President, Terrorism, Family, National Security, Heroism, Love, Friendship, Identity, LGBTQ+, Comic Books, Heartbreak, Law, Courtroom Drama, Ethics, Insurance, Underdog, Inspiration, Betrayal, Historical, Adventure, Memory

## Description
The user is drawn to suspenseful and thought-provoking stories that explore themes of survival, love, identity, and justice. They prefer films with chilling, realistic horror elements such as masked killers and psychological thrillers over sci-fi or supernatural horror. Their interests include heroic stands against terrorism and emotional complexities in relationships and legal battles, emphasizing tension, heartfelt moments, and ethical dilemmas within grounded or historical contexts.

## Dislikes:
Romance (in certain contexts), Comedy, Fantasy, Science Fiction, Supernatural, Animation, Superhero, Family"
242,"## Overview
This user appreciates emotionally rich stories centered on love, identity, and personal growth, often set against complex social or natural backdrops. They also enjoy heartfelt comedies, intellectual biographies, and animated adventures that highlight themes of friendship, family, and imagination.

## Attributes
- **Genre**: Drama, Romance, Comedy, Adventure, Biography, Animation, Family
- **Tags**: Love, Identity, Friendship, Survival, Betrayal, Self-esteem, Adaptation, Family, Society, Gothic, Victorian Era, Independence, Personal Growth, LGBTQ+, Humor, Suspense, Wilderness, Heartbreak, Science, Physics, Genius, Nobel Prize, Early Life, Intellectual Journey, Toys, Imagination, Pixar, Classic, Comedy of Manners, British Literature, Lying, Father-Son Relationship, Legal Drama, Wish Fulfillment

## Description
The user favors films that delve into the intricacies of human relationships and emotional challenges, whether through heartfelt romantic entanglements, intense survival scenarios, or comedic family dynamics. Their taste spans adaptations of classic literature, contemporary tales of self-discovery, intellectually stimulating biographies, and animated stories emphasizing friendship and loyalty. They appreciate a balance of humor and emotional depth, with narratives that explore societal expectations, honesty, and resilience amid adversity.

## Dislikes:
- Action  
- Horror  
- Science Fiction  
- Fantasy  
- Musical  
- Supernatural  
- Violence  
- Thriller  
- Realism  
- Live-action"
243,"## Overview
The user enjoys deeply emotional and character-driven dramas and romantic comedies that explore complex human relationships, identity, and moral dilemmas, often set against rich historical, realistic, or contemporary backdrops. They appreciate films with strong themes of family, loyalty, love, and personal growth, as well as stories involving profound internal and external conflicts, but tend to avoid mainstream or commercialized portrayals of career and sports-centric stories.

## Attributes
- **Genre**: Drama, Historical, Romance, War, Children, Comedy
- **Tags**: Family, Identity, Class, Loyalty, Regret, Love, Adaptation, Period Piece, Animals, Friendship, Inspirational, Biographical, Music, Rivalry, Genius, Tragedy, Coming-of-Age, Moral Dilemma, Brotherhood, Survival, Military Conflict, New York City, Neurotic Characters, 1970s, Political Satire, Feel-good, Heartwarming, Impersonation, Literature, Loss, Faith, Aging, Reconciliation, Generational Conflict, Summer, Royalty, Grief

## Description
This user is drawn to films with richly layered narratives that unravel emotional conflicts and intricate relationships, often highlighting themes of identity, loyalty, and personal sacrifice. They favor stories that provide thoughtful exploration of human nature, whether through family secrets, historical duty, artistic rivalry, or the harsh realities of war. Their preference includes inspirational journeys of self-discovery and nuanced portrayals of love, friendship, grief, and reconciliation, conveyed with a mix of poignancy, realism, and occasionally sharp wit in romantic or comedic settings. However, they tend to avoid films that focus heavily on career ambition or sports as central themes, especially when presented through a mainstream commercial lens.

## Dislikes:
- Action  
- Horror  
- Fantasy  
- Science Fiction  
- Superhero  
- Thriller  
- Adventure  
- Violence (in excess)  
- Adult Themes  
- Musical  
- Dark Comedy  
- Sports-centric films with mainstream or commercial tones"
244,"## Overview
This user enjoys a diverse mix of films that blend comedy, romance, adventure, and drama with strong elements of friendship, love, and cultural or spiritual exploration. They appreciate movies that combine humor with heartfelt or thought-provoking themes, often set against unique or historical backdrops. Their tastes also include nostalgic and lighthearted musical comedies focused on youth culture, friendship, and coming-of-age experiences, but they tend to avoid overly sentimental or typical coming-of-age dramas, conventional sports or war stories, and broad or slapstick military comedies.

## Attributes
- **Genre**: Comedy, Drama, Romance, Adventure, Western, Spiritual, Musical, Coming-of-Age, Stoner Comedy, Documentary, Biography  
- **Tags**: Friendship, Love Triangle, Identity, Life Changes, Outlaw, Historical, Gunfight, Quirky Humor, Animal Rescue, Relationships, Family, Basketball, Paris, Reincarnation, Buddhism, Cultural Exploration, Spiritual Journey, 1970s, Teen, High School, Love Story, Nostalgia, Dance, Music, Road Trip, Buddy Comedy, Cult Film, Inspiration, Perseverance, Underdog, True Story, Investigation, Ethical Dilemmas, Female Protagonist, Guilt, Truth Seeking, Art, Cartoonist, Subculture, Mental Health

## Description
The user favors films that explore complex relationships and personal growth through comedic or dramatic storytelling, often highlighting themes such as mistaken identity, love and loss, moral dilemmas, and spiritual quests. Their preferred movies frequently intertwine humor with poignant moments, set in varied environments ranging from the Wild West and Paris to Buddhist spirituality and 1970s youth culture. While they appreciate coming-of-age and friendship themes, they tend to avoid overly earnest or formulaic depictions of adolescence, sports triumphs, military or war dramas, slapstick or broad military comedies, and whimsical or fantastical musicals that lean heavily on animation or surreal elements, instead favoring more nuanced, sometimes quirky or cult narratives that delve deeply into identity, self-discovery, and human connections.

## Dislikes:
- Horror  
- Thriller  
- Sci-Fi  
- Superhero  
- Musical (except when combined with Comedy or Romance)  
- Fantasy  
- Action  
- Romantic comedy (disliked especially in darker drama contexts)  
- Family-friendly  
- Animation  
- Sentimental or typical coming-of-age drama  
- Conventional sports and war stories  
- Dark or heavy drama without"
245,"## Overview
This user prefers movies that combine intense suspense, ethical dilemmas, and thrilling adventures with deep emotional and philosophical undertones, while avoiding overly comedic or romantic elements. Their tastes lean toward gripping dramas and action-packed thrillers featuring heroism, national security, and personal sacrifice, especially when family bonds and leadership challenges are central. They tend to reject lighthearted slapstick, broad comedy, and traditional romantic storylines.

## Attributes
- **Genre**: Drama, Thriller, Action, Adventure, Children, Family, Animation, Musical, Sci-Fi
- **Tags**: Extraterrestrial, Science, Philosophy, Faith, Communication, Exploration, Space, Pets, Friendship, Journey, Animals, Crime, Legal Drama, Suspense, Family, Conspiracy, Love, Acceptance, Classic, Disney, Witness Protection, Corruption, Espionage, Action Hero, Government Conspiracy, Identity Theft, Hijacking, President, Terrorism, National Security, Heroism

## Description
The user appreciates narratives exploring complex human emotions and moral challenges within broader themes such as justice, loyalty, and survival. They favor profound communication—whether with extraterrestrial life or human bonds—and courageous journeys, physical and spiritual alike. They enjoy intense thrillers showcasing acts of heroism and leadership under pressure, particularly when family and national security are at stake. They reject movies that rely on slapstick humor, overt romance, or overly sentimental comedic scenarios, preferring intellectual engagement combined with emotional depth and thrilling suspense.

## Dislikes:
- Horror  
- Comedy  
- Romance  
- Fantasy  
- Violence  
- Mystery  
- Realism  
- Supernatural  
- Animation (in certain contexts)  
- Slapstick  
- Lighthearted Comedy  
- Traditional Romance  
- Science Fiction (when mixed with romance or comedy)"
246,"## Overview
This user enjoys a diverse mix of films that blend action, sci-fi, horror, thriller, and comedy, often with cult classic or supernatural twists. They appreciate intense psychological thrillers, dark horror with supernatural elements, and rebellious coming-of-age stories that challenge authority and explore complex social issues. However, they tend to avoid lighthearted, campy, or overly commercialized films, as well as certain subgenres like historical drama, traditional romance, and mainstream blockbuster sequels or commercialized action-adventure films.

## Attributes
- **Genre**: Action, Adventure, Comedy, Sci-Fi, Horror, Thriller, Supernatural, Drama, Crime, Mystery, War, Coming-of-Age
- **Tags**: Aliens, Secret Agents, Humor, Intergalactic Threat, Buddy Cop, New York City, Special Organization, Futuristic, Space, Hero's Journey, Dystopian, Visual Effects, Cult Classic, Vampire, Dark Comedy, Mystery, Creature Feature, 1950s, Teenagers, Drive-In, Horror Comedy, Meta-horror, Slasher, Dark Fantasy, Psychological Horror, Urban Legend, Revenge, Teen Angst, Radio, Rebellion, High School, Free Speech, Music, Social Issues, Satire, Ensemble Cast, Anti-war, Classic, Serial Killer, Detective, Dark, Psychological, Suspense, Gripping, Violent, Morality, Dreams, Teen Horror, Cyberpunk, Virtual Reality, Technology, Hackers, Dystopian Future

## Description
The user gravitates toward imaginative and thrilling narratives combining science fiction, horror, and psychological thriller elements with sharp humor and compelling characters. They favor films with complex plots involving alien invasions, supernatural mysteries, serial killers, rebellious youth, and darkly comedic or satirical tones. Their taste includes cult classics and meta-commentary, reflecting an interest in movies that challenge genre conventions, explore unique storytelling styles, and address social issues and morality through intense, gripping storytelling. They tend to reject films that are overly campy, superficial, traditional romance, mainstream sequels, or commercialized action-adventure fare, as well as lighthearted or formulaic romantic comedies and musicals.

## Dislikes:
Romance, Family, Musical, Animation, Light-hearted, Superhero, Action (selective mainstream/commercial), Comedy (selective light/commercial), Fantasy (selective campy), Seriousness, Drama, Realism, Historical, Traditional Romance, Campy, Mainstream"
247,"## Overview
This user enjoys films that explore profound human experiences through drama, historical and biographical narratives, and thoughtful exploration of science, nature, and social issues. Their taste favors stories of resilience, justice, friendship, love, and unique personal obsessions, often with a grounded or realistic tone, but they also appreciate complex narratives involving ethics, morality, and societal impact. They tend to avoid high-stakes action thrillers focused on heroism and terrorism.

## Attributes
- **Genre**: Drama, Crime, Sci-Fi, Thriller, Documentary, Biographical, Historical, War, Adventure
- **Tags**: Hope, Friendship, Redemption, Injustice, Prison Life, Perseverance, Relationships, British Cinema, Heartwarming, Science, Philosophy, Faith, Communication, Exploration, Space, Underdog, Adult Themes, Working-Class Struggles, Obsession, Animals, Nature, Creativity, Eccentricity, Human Interest, TV Scandal, 1950s, Deception, Ethics, Competition, Alien Invasion, Mockumentary, Special Effects, Disaster, July 4th, Space Opera, Epic Battle, Good vs Evil, Time Travel, Dystopia, Psychological, Virus Outbreak, Mental Illness, Slavery, Uprising, Courtroom Drama, Abolition, Justice, Freedom, 19th Century

## Description
The user appreciates narratives that blend emotional depth with intellectual, social, or historical themes, ranging from perseverance in prison and the humorous struggles of everyday life to serious explorations of morality, justice, and political intrigue. They are drawn to films that explore complex relationships, scientific discovery, human creativity, and significant historical events, often with a focus on friendship, hope, and overcoming adversity in realistic or extraordinary circumstances. They generally avoid fast-paced action-driven plots centered on terrorism, heroism, or family rescue missions.

## Dislikes:
- Horror  
- Action (especially high-stakes political/terrorism thrillers)  
- Fantasy  
- Romance (mostly)  
- Mystery  
- Musical  
- Animation  
- Family  
- Comedy (in some contexts)  
- Supernatural"
248,"## Overview
This user has a strong preference for immersive, action-packed narratives set in futuristic, dystopian, or space-faring environments, as well as intense, character-driven dramas and thrillers involving crime, survival, and psychological complexity. They enjoy complex stories involving moral ambiguity, survival, and epic conflicts, often featuring intense interpersonal dynamics and dark themes, including psychological thrillers and prison dramas that focus on hope and resilience. They tend to avoid films with overt comedic elements, romantic themes, traditional historical and period dramas, and disaster or heartwarming inspirational stories.

## Attributes
- **Genre**: Sci-Fi, Action, Thriller, Drama, Adventure, War, Crime, Psychological
- **Tags**: Dystopian, Cyberpunk, Space Opera, Hero's Journey, Survival, Alien, Military, Heist, Violence, Betrayal, Female Protagonist, Non-linear storytelling, Dark humor, Philosophical, Epic, Good vs Evil, Jedi, Sith, Galactic Civil War, Sci-Fi Action, Hope, Friendship, Redemption, Injustice, Prison Life, Perseverance, Psychological Thriller, Serial Killer, FBI, Cannibalism, Suspense, Cloning, Action-Adventure, Time Travel, Virus Outbreak, Mental Illness

## Description
The user gravitates towards films that blend science fiction with intense action and thriller elements, often exploring themes of identity, morality, and survival in harsh or dystopian settings, alongside powerful dramas and psychological thrillers that delve into hope, redemption, and the human psyche. They appreciate narratives with layered character development, complex loyalties, and epic journeys, especially those involving intergalactic conflict, criminal underworlds, or intense psychological battles. Their taste favors dark, philosophical undertones and dynamic storytelling structures, including non-linear narratives and morally ambiguous characters, as well as stories that explore resilience and the struggle against injustice. The user avoids films centered on romance, comedy, lighthearted or historical period settings, disaster scenarios, and heartwarming inspirational themes.

## Dislikes:
Romantic Comedy, Family, Animated, Historical, Musical, Superhero, Comedy, Fantasy, Romance, Mockumentary, Period Drama, Comedy of Manners, Adaptation, Inspiration, Education, Rebellion, Coming-of-age, Poetry, Disaster, July 4th, Lighthearted, Traditional Romance, Conventional Historical Epic, Heartwarming, Natural Disaster, Volcano, Eruption"
