movie_id,title,release_date,video_release_date,IMDb_URL,unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date.1,revenue,runtime,spoken_languages,status,tagline,video,vote_average,vote_count,previous_info,movie_info
432,Fantasia (1940),01-Jan-40,,http://us.imdb.com/M/title-exact?Fantasia%20(1940),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FALSE,/lyzI5uFJC2E7sIYCCdaU0oZkDw2.jpg,"{'id': 55427, 'name': 'Fantasia Collection', 'poster_path': '/ldzKpOvGVl8NWQPdAYJEZpAvPIo.jpg', 'backdrop_path': '/7YanwpylLB3yzhwzf11W1tYpcQF.jpg'}",2280000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",http://movies.disney.com/fantasia,756,tt0032455,['US'],en,Fantasia,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",32.465,/5m9njnidjR0syG2gpVPVgcEMB2X.jpg,"[{'id': 3166, 'logo_path': '/vyyv4Gy9nPqAZKElPm2izLlEaVS.png', 'name': 'Walt Disney Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",13/11/1940,76411819,124,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The most sensational sound you'll ever see!,FALSE,7.354,2939,"
    Movie title: Fantasia (1940) 
    Genre: Animation, Children, Musical
    Overview: Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again. 
    ","# Fantasia (1940)

## Overview
Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.

## Attributes
- **Genre**: Animation, Children, Musical
- **Tags**: Classic, Fantasy, Orchestral, Visual Art, Family, Disney

## Description
""Fantasia"" is a revolutionary animated film that combines classical music with imaginative animation, creating a series of vignettes that animate the music of renowned composers like Bach, Tchaikovsky, and Stravinsky. Each segment presents a unique story, from the iconic ""Sorcerer's Apprentice"" featuring Mickey Mouse to abstract representations of music, making it a groundbreaking exploration of how sound and visuals can interact harmoniously.

## Dislikes:
- Action
- Horror
- Drama
- Romance
- Live-action"
433,Heathers (1989),01-Jan-89,,http://us.imdb.com/M/title-exact?Heathers%20(1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,/5pLaYZGbweHYULiNiRehPxYuUnn.jpg,,3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,2640,tt0097493,['US'],en,Heathers,"A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",126.477,/dGbVfM4WlM7uvIbyRehfPZUIgp2.jpg,"[{'id': 1950, 'logo_path': '/eIoDtHIJKZaZ4hGbKgqC0PzlqJc.png', 'name': 'New World Pictures', 'origin_country': 'US'}, {'id': 10170, 'logo_path': None, 'name': 'Cinemarque Entertainment', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",31/03/1989,1100000,103,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Best friends, social trends, and occasional murder.",FALSE,7.305,1604,"
    Movie title: Heathers (1989) 
    Genre: Comedy
    Overview: A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids. 
    ","# Heathers

## Overview
A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.

## Attributes
- **Genre**: Comedy, Dark Comedy, Satire, Teen
- **Tags**: Cult Classic, High School, Social Commentary, Antihero, Friendship, Murder, Popularity

## Description
""Heathers"" is a darkly comedic take on the high school experience, exploring themes of popularity, peer pressure, and the consequences of extreme actions. The film follows Veronica Sawyer, a high school student who is disenchanted with her life among the popular crowd, known as the Heathers. When she meets the enigmatic and rebellious Jason ""J.D."" Dean, she is drawn into a twisted plot that escalates from social sabotage to deadly consequences, reflecting the absurdities of teenage status and the dark side of adolescence.

## Dislikes:
- Romance
- Adventure
- Family-Friendly
- Drama
- Fantasy"
434,Forbidden Planet (1956),01-Jan-56,,http://us.imdb.com/M/title-exact?Forbidden%20Planet%20(1956),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,FALSE,/9EUmwXS6EbY5djAhLtBGzUbBwNV.jpg,,1900000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",,830,tt0049223,['US'],en,Forbidden Planet,"Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for 20 years, only to find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately.",36.898,/aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg,"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'JP', 'name': 'Japan'}]",23/03/1956,3250000,98,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Earthmen on a fabulous, peril-journey into outer space!",FALSE,7.264,886,"
    Movie title: Forbidden Planet (1956) 
    Genre: Sci-Fi
    Overview: Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for 20 years, only to find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately. 
    ","# Forbidden Planet

## Overview
Starship C57D travels to planet Altair 4 in search of the crew of spaceship ""Bellerophon,"" a scientific expedition that has been missing for 20 years, only to find themselves unwelcome by the expedition's lone survivor and warned of destruction by an invisible force if they don't turn back immediately. 

## Attributes
- **Genre**: Sci-Fi, Adventure, Mystery
- **Tags**: Classic, Space Exploration, Artificial Intelligence, Alien Encounters, Adaptation

## Description
""Forbidden Planet"" is a groundbreaking science fiction film that explores the themes of human nature, technology, and the consequences of knowledge. The crew of the starship C57D discovers a once-thriving scientific colony on Altair 4, now reduced to ruins, and encounters Dr. Morbius, the sole survivor, who is guarded by an unseen force. As they uncover the secrets of the planet and the enigmatic Krell civilization, they confront their own inner demons and the perils of unchecked technological advancement.

## Dislikes:
Horror, Romance, Comedy, Historical, Musical, Documentary"
435,Butch Cassidy and the Sundance Kid (1969),01-Jan-69,,http://us.imdb.com/M/title-exact?Butch%20Cassidy%20and%20the%20Sundance%20Kid%20(1969),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,/C6jcUqld8M6hZQmzBxgwHuQ4qT.jpg,"{'id': 625812, 'name': 'Butch Cassidy and the Sundance Kid Collection', 'poster_path': '/tH6CdgYjbJ9KJlsVU3zU7KOH4XD.jpg', 'backdrop_path': '/nvlkWZRoWlef0aDTJDgXxhffQM2.jpg'}",6000000,"[{'id': 37, 'name': 'Western'}]",https://ahighlight.com,642,tt0064115,['US'],en,Butch Cassidy and the Sundance Kid,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.  Preserved by the Academy Film Archive in partnership with Twentieth Century Fox Film Corporation in 1998.",36.579,/gFmmykF1Ym3OGzENo50nZQaD1dx.jpg,"[{'id': 381, 'logo_path': None, 'name': 'Campanile Productions', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 135092, 'logo_path': None, 'name': 'George Roy Hill-Paul Monash Production', 'origin_country': 'US'}, {'id': 12443, 'logo_path': None, 'name': 'Newman-Foreman Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",15/01/1969,102308889,111,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,"Not that it matters, but most of it is true.",FALSE,7.611,2096,"
    Movie title: Butch Cassidy and the Sundance Kid (1969) 
    Genre: Action, Comedy, Western
    Overview: In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.  Preserved by the Academy Film Archive in partnership with Twentieth Century Fox Film Corporation in 1998. 
    ","# Butch Cassidy and the Sundance Kid

## Overview
In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot Sundance Kid. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang. Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all. Preserved by the Academy Film Archive in partnership with Twentieth Century Fox Film Corporation in 1998.

## Attributes
- **Genre**: Action, Comedy, Western
- **Tags**: Outlaws, Friendship, Adventure, Classic, 1960s, Historical, Road Trip

## Description
""Butch Cassidy and the Sundance Kid"" follows the escapades of two charming outlaws as they navigate the transition from the wild west to a more civilized society. With witty banter and a strong bond of friendship, Butch and Sundance face relentless pursuers while deciding to escape to South America, maintaining a blend of humor and action throughout their thrilling journey.

## Dislikes:
- Horror
- Drama
- Romance
- Sci-Fi
- Fantasy"
436,"American Werewolf in London, An (1981)",01-Jan-81,,"http://us.imdb.com/M/title-exact?American%20Werewolf%20in%20London,%20An%20(1981)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,/pmrDpyXvzC74kbB820uqfx4VkXz.jpg,"{'id': 9380, 'name': 'An American Werewolf Collection', 'poster_path': '/lFAGG96X7iMG26Oxytq2IkEgQqJ.jpg', 'backdrop_path': '/Aa3snJ9wKKNkqjU4tAt3Kn4AL2U.jpg'}",10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,814,tt0082010,"['US', 'GB']",en,An American Werewolf in London,"American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body.",40.625,/hVEqUASJmCQaolkKFEySCHZ8uKG.jpg,"[{'id': 606, 'logo_path': None, 'name': 'American Werewolf Inc.', 'origin_country': 'US'}, {'id': 607, 'logo_path': None, 'name': 'Lyncanthrope Films', 'origin_country': 'GB'}, {'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 276, 'logo_path': None, 'name': 'Guber/Peters Company', 'origin_country': 'US'}, {'id': 1256, 'logo_path': '/7uiQEAkpcngVIBiQEkok4G93G5E.png', 'name': 'PSO', 'origin_country': 'US'}, {'id': 67889, 'logo_path': None, 'name': 'Polygram Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",21/08/1981,31973249,97,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",Released,From the director of Animal House... a different kind of animal.,FALSE,7.39,2284,"
    Movie title: American Werewolf in London, An (1981) 
    Genre: Horror
    Overview: American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body. 
    ","# An American Werewolf in London

## Overview
American tourists David and Jack are savaged by an unidentified vicious animal whilst hiking on the Yorkshire Moors. Retiring to the home of a beautiful nurse to recuperate, David soon experiences disturbing changes to his mind and body.

## Attributes
- **Genre**: Horror, Comedy, Fantasy
- **Tags**: Werewolves, Transformation, London, Survival, Dark Humor, 1980s, Classic Horror

## Description
""An American Werewolf in London"" is a groundbreaking horror-comedy directed by John Landis, blending dark humor with terrifying moments. After being attacked by a werewolf during their travels in the English countryside, David Kessler finds himself grappling with a terrifying curse that transforms him into a wolf under the full moon. As he struggles with his new identity and the consequences of his actions, the film combines elements of horror with poignant themes of friendship and loss, all while showcasing impressive practical effects that have become iconic in the genre.

## Dislikes:
- Romance
- Musical
- Superhero
- Sci-Fi 
- Animation"
437,Amityville 1992: It's About Time (1992),01-Jan-92,,http://us.imdb.com/M/title-exact?Amityville%201992:%20It's%20About%20Time%20(1992),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,/8edOLMI3mY9WdXinV8bhyjrAUWX.jpg,"{'id': 397842, 'name': 'The Amityville Collection', 'poster_path': '/A93FwzqAQWSpDwgVnmxi6ZCQLw3.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",0,"[{'id': 27, 'name': 'Horror'}]",http://www.multicom.tv/library/Amityville:_It's_About_Time,41671,tt0103678,['US'],en,Amityville 1992: It's About Time,"A hot-shot architect returns home from his latest business trip with a surprise: an ornate old clock rescued out of a soon-to-be-demolished mansion in Amityville, New York, that brings about a seemingly unstoppable demonic force.",16.958,/4seZ7wJsRHUK3m7I18bnnir594Q.jpg,"[{'id': 84937, 'logo_path': None, 'name': 'VPS Studios', 'origin_country': ''}, {'id': 35872, 'logo_path': None, 'name': 'Steve White Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",16/07/1992,0,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The terror returns... with a vengeance!,FALSE,4.55,110,"
    Movie title: Amityville 1992: It's About Time (1992) 
    Genre: Horror
    Overview: A hot-shot architect returns home from his latest business trip with a surprise: an ornate old clock rescued out of a soon-to-be-demolished mansion in Amityville, New York, that brings about a seemingly unstoppable demonic force. 
    ","# Amityville 1992: It's About Time

## Overview
A hot-shot architect returns home from his latest business trip with a surprise: an ornate old clock rescued out of a soon-to-be-demolished mansion in Amityville, New York, that brings about a seemingly unstoppable demonic force.

## Attributes
- **Genre**: Horror, Supernatural, Thriller
- **Tags**: Demonic possession, Haunted objects, Family drama, Architecture, Amityville franchise

## Description
In ""Amityville 1992: It's About Time,"" a successful architect unwittingly unleashes a malevolent spirit when he brings an antique clock from a notorious haunted location back to his home. As strange occurrences escalate, his family becomes the target of the clock's dark influence, leading to chilling confrontations and a desperate fight for survival against the supernatural forces at play.

## Dislikes:
- Comedy
- Romance
- Science Fiction
- Fantasy
- Musical"
438,Amityville 3-D (1983),01-Jan-83,,http://us.imdb.com/M/title-exact?Amityville%203-D%20(1983),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,/xRWwI4l1jYrf0HaoBeMg1LNkstk.jpg,"{'id': 397842, 'name': 'The Amityville Collection', 'poster_path': '/A93FwzqAQWSpDwgVnmxi6ZCQLw3.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",6000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,27214,tt0085159,['US'],en,Amityville 3-D,"To debunk the Amityville house's infamous reputation and take advantage of a rock-bottom asking price, skeptical journalist John Baxter buys the place and settles in to write his first novel.",18.023,/ghJ1kEJv7KYpG3h5OraFhsDvOCF.jpg,"[{'id': 41, 'logo_path': '/xAot4SSOIHiWQ2WEnVXYGR1lce9.png', 'name': 'Orion Pictures', 'origin_country': 'US'}, {'id': 10308, 'logo_path': '/pOHLwTFBPtPnz8BWP8T4w3UCTEB.png', 'name': 'Dino De Laurentiis Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",18/11/1983,6300000,93,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Inside these walls, nothing is impossible... except survival.",FALSE,4.6,206,"
    Movie title: Amityville 3-D (1983) 
    Genre: Horror
    Overview: To debunk the Amityville house's infamous reputation and take advantage of a rock-bottom asking price, skeptical journalist John Baxter buys the place and settles in to write his first novel. 
    ","# Amityville 3-D

## Overview
To debunk the Amityville house's infamous reputation and take advantage of a rock-bottom asking price, skeptical journalist John Baxter buys the place and settles in to write his first novel.

## Attributes
- **Genre**: Horror, Supernatural
- **Tags**: Haunted House, Paranormal, Thriller, Sequel, 1980s

## Description
In ""Amityville 3-D,"" journalist John Baxter, played by Tony Roberts, moves into the notorious Amityville house with the intention of proving that the supernatural claims surrounding it are false. As he begins to uncover the house's dark secrets, he experiences a series of terrifying events that challenge his skepticism and put his life in danger. The film utilizes groundbreaking 3D technology for its time, enhancing the horror elements and providing a unique viewing experience.

## Dislikes:
Action, Comedy, Romance, Science Fiction, Fantasy"
439,Amityville: A New Generation (1993),01-Jan-93,,http://us.imdb.com/M/title-exact?Amityville:%20A%20New%20Generation%20(1993),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,/vHxXLA87HiC54glZNVOhwM1SfOa.jpg,"{'id': 397842, 'name': 'The Amityville Collection', 'poster_path': '/A93FwzqAQWSpDwgVnmxi6ZCQLw3.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",1500000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",http://www.multicom.tv/library/Amityville:_A_New_Generation,33519,tt0106262,['US'],en,Amityville: A New Generation,"Keyes, a successful photographer who lives at the border of Skid Row, notices a homeless man with a strange old mirror. Immediately struck by it for reasons he cannot explain, he convinces the man to sell it to him, soon behaving in increasingly erratic and unhinged ways.",12.797,/jjWkIHRRj2kOgVMXpK8im4KOcTu.jpg,"[{'id': 36394, 'logo_path': None, 'name': 'A. Ninety-Three Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",29/09/1993,0,92,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Terror Has A Reflection All Its Own.,FALSE,4.1,79,"
    Movie title: Amityville: A New Generation (1993) 
    Genre: Horror
    Overview: Keyes, a successful photographer who lives at the border of Skid Row, notices a homeless man with a strange old mirror. Immediately struck by it for reasons he cannot explain, he convinces the man to sell it to him, soon behaving in increasingly erratic and unhinged ways. 
    ","# Amityville: A New Generation

## Overview
Keyes, a successful photographer who lives at the border of Skid Row, notices a homeless man with a strange old mirror. Immediately struck by it for reasons he cannot explain, he convinces the man to sell it to him, soon behaving in increasingly erratic and unhinged ways.

## Attributes
- **Genre**: Horror
- **Tags**: Supernatural, Psychological Horror, Thriller, Franchise

## Description
In ""Amityville: A New Generation,"" the legacy of the infamous Amityville horror continues as Keyes's life spirals out of control after acquiring a cursed mirror. The mirror serves as a conduit for malevolent forces, drawing Keyes deeper into madness while revealing the dark history of the Amityville house. As he struggles with his own sanity, the line between reality and the supernatural blurs, leading to terrifying consequences.

## Dislikes:
- Comedy
- Romance
- Action
- Family
- Adventure"
440,Amityville II: The Possession (1982),01-Jan-82,,http://us.imdb.com/M/title-exact?Amityville%20II:%20The%20Possession%20(1982),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,/sHeSkerFMRfAtDh9cXqqpKCmU6K.jpg,"{'id': 397842, 'name': 'The Amityville Collection', 'poster_path': '/A93FwzqAQWSpDwgVnmxi6ZCQLw3.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,16235,tt0083550,"['MX', 'US']",en,Amityville II: The Possession,"A local priest tries to rid 112 Ocean Avenue of unclean spirits, but what he doesn't yet suspect is that teen Sonny Montelli has been possessed, body and soul, by a murderous demon bent on total destruction.",38.088,/xx9K2m2Arr5EZUQtmggKtEK1f2a.jpg,"[{'id': 10308, 'logo_path': '/pOHLwTFBPtPnz8BWP8T4w3UCTEB.png', 'name': 'Dino De Laurentiis Company', 'origin_country': 'US'}, {'id': 75480, 'logo_path': None, 'name': 'Media Transactions', 'origin_country': ''}, {'id': 124763, 'logo_path': None, 'name': 'Estudios Churubusco Azteca S.A.', 'origin_country': ''}, {'id': 41, 'logo_path': '/xAot4SSOIHiWQ2WEnVXYGR1lce9.png', 'name': 'Orion Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",24/09/1982,12500000,104,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,If these walls could talk... they would shriek!,FALSE,5.6,328,"
    Movie title: Amityville II: The Possession (1982) 
    Genre: Horror
    Overview: A local priest tries to rid 112 Ocean Avenue of unclean spirits, but what he doesn't yet suspect is that teen Sonny Montelli has been possessed, body and soul, by a murderous demon bent on total destruction. 
    ","# Amityville II: The Possession

## Overview
A local priest tries to rid 112 Ocean Avenue of unclean spirits, but what he doesn't yet suspect is that teen Sonny Montelli has been possessed, body and soul, by a murderous demon bent on total destruction.

## Attributes
- **Genre**: Horror, Supernatural, Thriller
- **Tags**: Possession, Exorcism, Haunted House, Family Drama, Demonic Influence

## Description
""Amityville II: The Possession"" serves as a prequel to the infamous Amityville Horror story, focusing on the Montelli family who move into the notorious 112 Ocean Avenue. As the family struggles with their new home, they become entwined with dark forces, particularly the teenage son, Sonny, who falls under the control of a malevolent spirit. The film explores themes of family dysfunction, the impact of evil on innocence, and the desperate attempts of a priest to save Sonny before it's too late.

## Dislikes:
Comedy, Romance, Adventure, Sci-Fi, Animation"
441,"Amityville Horror, The (1979)",01-Jan-79,,"http://us.imdb.com/M/title-exact?Amityville%20Horror,%20The%20(1979)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,/upp0mrjRgOijzP95icIrOGprdbT.jpg,"{'id': 397842, 'name': 'The Amityville Collection', 'poster_path': '/A93FwzqAQWSpDwgVnmxi6ZCQLw3.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",4700000,"[{'id': 27, 'name': 'Horror'}]",,11449,tt0078767,['US'],en,The Amityville Horror,"George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Victorian mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses.",29.519,/7VMscq0659xKmcXzd86de1DGV4W.jpg,"[{'id': 9266, 'logo_path': '/lRinQ7scVye5N8qkUIoCB4QXbRh.png', 'name': 'American International Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",27/07/1979,86400000,118,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"For God's sake, get out!",FALSE,6.3,860,"
    Movie title: Amityville Horror, The (1979) 
    Genre: Horror
    Overview: George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Victorian mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses. 
    ","# Amityville Horror, The (1979)

## Overview
George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Victorian mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses. 

## Attributes
- **Genre**: Horror, Supernatural, Thriller
- **Tags**: Haunted house, Paranormal activity, Family drama, Psychological horror, Based on true events

## Description
The Amityville Horror follows the Lutz family as they settle into their new home, only to discover that it harbors a dark secret linked to a brutal mass murder that occurred years prior. As supernatural occurrences escalate, the family experiences terrifying visions and menacing forces that threaten their sanity and safety. The film explores themes of fear, the breakdown of family dynamics, and the impact of past traumas, all set against the backdrop of a seemingly idyllic suburban life.

## Dislikes:
Comedy, Romance, Science Fiction, Animation, Musical"
442,"Amityville Curse, The (1990)",01-Jan-90,,"http://us.imdb.com/M/title-exact?Amityville%20Curse,%20The%20(1990)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,/27tNADMy4N7ybBLEH8BXPVxi3J6.jpg,"{'id': 397842, 'name': 'The Amityville Collection', 'poster_path': '/A93FwzqAQWSpDwgVnmxi6ZCQLw3.jpg', 'backdrop_path': '/kPfuozrsE7pmFFolkR0xFicZDJT.jpg'}",750000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,41848,tt0099030,"['CA', 'US']",en,The Amityville Curse,"After purchasing a property in Amityville, New York, Debbie and her husband invite three of their closest friends to help renovate. Immediately uneasy in her new surroundings, she begins experiencing shockingly vivid nightmares.",11.811,/i433ImLEtPZ37TCCaIb1v9kLKYL.jpg,"[{'id': 17799, 'logo_path': None, 'name': 'CFCF-TV', 'origin_country': 'CA'}, {'id': 4899, 'logo_path': None, 'name': 'Allegro Films', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",07/05/1990,0,91,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A Return to the Most Dangerous House in the World,FALSE,3.9,99,"
    Movie title: Amityville Curse, The (1990) 
    Genre: Horror
    Overview: After purchasing a property in Amityville, New York, Debbie and her husband invite three of their closest friends to help renovate. Immediately uneasy in her new surroundings, she begins experiencing shockingly vivid nightmares. 
    ","# Amityville Curse, The (1990)

## Overview
After purchasing a property in Amityville, New York, Debbie and her husband invite three of their closest friends to help renovate. Immediately uneasy in her new surroundings, she begins experiencing shockingly vivid nightmares. 

## Attributes
- **Genre**: Horror, Supernatural
- **Tags**: Haunted House, Psychological Horror, Paranormal, Friends, Renovation

## Description
""The Amityville Curse"" follows the chilling story of Debbie and her husband as they move into a notorious property in Amityville, New York. As they begin renovations with friends, Debbie finds herself plagued by terrifying nightmares that hint at the dark history of the house. The film explores themes of friendship, the impact of past tragedies, and the malevolent forces that lurk within the walls of their new home.

## Dislikes:
- Comedy
- Romance
- Action
- Adventure
- Family"
